ふんする,扮する
ぷんと,ぷんと
ぶんどき,分度器
ぶんどり,分捕り
ぶんどる,分捕る
ぶんぴつか,文筆家
ぶんぼうぐ,文房具
ふんむき,噴霧器
へいきんだい,平均台
へいきんてん,平均点
へいこうせん,平行線
へいこうぼう,平行棒
へいほうこん,平方根
へいめんず,平面図
ぺえじ,ページ
べえす,ベース
へこむ,へこむ
へさき,へさき
へさき,へさき
べすと,ベスト
ぺすと,ペスト
へずる,へずる
へだたり,隔たり
へだたる,隔たる
へだたる,隔たる
へだてる,隔てる
べたり,べたり
ぺたり,ぺたり
ぺだる,ペダル
ぺだる,ペダル
ぺたん,ぺたん
へちま,へちま
べっして,別して
べつずり,別刷り
べっせかい,別世界
べってんち,別天地
べってんち,別天地
べっど,ベッド
ぺっと,ペット
べつもんだい,別問題
へつる,へつる
ぺてん,ペテン
へばる,へばる
へへえ,へへえ
へへへ,ヘヘヘ
へへん,へへん
へらす,へらす
へらす,減らす
へりくつ,屁理屈
べると,ベルト
ぺろり,ぺろり
へんあつき,変圧器
ぺんき,ペンキ
べんごし,弁護士
べんごにん,弁護人
べんざいてん,弁財天
ぺんさき,ペン先
ぺんじく,ペン軸
へんしつきょう,偏執狂
へんする,偏する
へんずる,変ずる
べんずる,弁ずる
へんせいがん,変成岩
へんせいき,変声期
べんち,ベンチ
ぺんち,ペンチ
へんてこ,変てこ
へんでんしょ,変電所
へんとうせん,扁桃腺
ぽい,−ぽい
ほいくしょ,保育所
ほうい,ほうい
ぼうえんきょう,望遠鏡
ほうかいせき,方解石
ほうがんし,方眼紙
ぼうくうごう,防空壕
ほうしゃのう,放射能
ほうずる,報ずる
ほうずる,奉ずる
ほうずる,奉ずる
ほうずる,崩ずる
ほうずる,焙ずる
ほうずる,焙ずる
ほうぞうかい,法曹界
ぼうだち,棒立ち
ぼうだち,棒立ち
ほうちこく,法治国
ぼうちゅうざい,防虫剤
ほうていしき,方程式
ぼうねんかい,忘年会
ぼうはてい,防波堤
ぼうびき,棒引き
ぼうびき,棒引き
ぼうふうう,暴風雨
ぼうふうけん,暴風圏
ぼうふうりん,防風林
ほうぶつせん,放物線
ぼうよみ,棒読み
ほうる,ほうる
ほえる,ほえる
ぼおい,ボーイ
ぼおい,ボーイ
ほおく,ホーク
ほおす,ホース
ぽおず,ポーズ
ぼおと,ボート
ほおひげ,頬ひげ
ほおぷ,ホープ
ほおむ,ホーム
ほおむ,ホーム
ほおる,ホール
ぼおる,ボール
ぼおる,ボール
ぼかし,ぼかし
ぼかす,ぼかす
ほがらか,朗らか
ぽかり,ぽかり
ぽかん,ぽかん
ぽきり,ぽきり
ぽきん,ぽきん
ほきんしゃ,保菌者
ほぐす,ほぐす
ぼくする,卜する
ほくろ,ほくろ
ぼける,ぼける
ぼける,ぼける
ほけんじょ,保健所
ほけんふ,保健婦
ほこさき,ほこ先
ほごしゃ,保護者
ほごしょく,保護色
ほごちょう,保護鳥
ほこる,ほこる
ほざく,ほざく
ほしい,欲しい
ほしうお,干し魚
ほしかげ,星かげ
ほしくさ,干し草
ほしづきよ,星月夜
ほしぶどう,干葡萄
ほしまつり,星祭り
ほしもの,干し物
ほしょうにん,保証人
ほじる,ほじる
ぽすと,ポスト
ほする,補する
ぼせいあい,母性愛
ほそながい,細長い
ほそながい,細長い
ほそみち,細みち
ほそめる,細める
ぼたもち,ぼた餅
ぼたもち,ぼた餅
ぽたり,ぽたり
ほたる,ほたる
ぼたん,ぼたん
ぼたん,ボタン
ほっかいどう,北海道
ほっきにん,発起人
ほっきょくけん,北極圏
ほっきょくせい,北極星
ほっく,ホック
ぼっこうしょう,没交渉
ぼつこうしょう,没交渉
ほっする,欲する
ぼっする,没する
ぼっする,没する
ぼっする,歿する
ほっと,ほっと
ぽっと,ぽっと
ほっとうにん,発頭人
ほつり,ほつり
ぽつり,ぽつり
ほつれ,ほつれ
ぽつん,ぽつん
ほてる,ほてる
ほてる,ホテル
ほどあい,程合い
ほどく,ほどく
ほどなく,程なく
ほどよい,程よい
ほとり,ほとり
ほねおり,骨折り
ほねおる,骨折る
ほねぐみ,骨組み
ほねつぎ,骨接ぎ
ほねっぷし,骨っ節
ほねぬき,骨抜き
ほねやすみ,骨休み
ほねやすめ,骨休め
ほのお,ほのお
ほのか,ほのか
ぼひめい,墓碑銘
ぽぷら,ポプラ
ほほほ,ホホホ
ほまえせん,帆前船
ほまち,ほまち
ほめる,ほめる
ぼやく,ぼやく
ほりもの,彫り物
ぼると,ボルト
ほれる,ほれる
ぼれろ,ボレロ
ぼろい,ぼろい
ほろばしゃ,幌馬車
ほろびる,亡びる
ほろぼす,亡ぼす
ほろよい,ほろ酔
ほろり,ほろり
ほろり,ほろり
ほろり,ほろり
ぽろり,ぽろり
ぼんおどり,盆踊り
ほんかくてき,本格的
ほんちょうし,本調子
ほんと,ほんと
ぽんど,ポンド
ぽんど,ポンド
ほんに,ほんに
ほんの,ほんの
ぽんぷ,ポンプ
ほんぶり,本降り
ほんよみ,本読み
ほんるいだ,本塁打
まあく,マーク
まあち,マーチ
まいく,マイク
まいご,まい子
まいど,−毎度
まいとし,毎とし
まいる,マイル
まえあき,前明き
まえいわい,前祝い
まえうり,前売り
まえおき,前置き
まえがき,前書き
まえがり,前借り
まえこうじょう,前口上
まえだて,前立て
まえだれ,前垂れ
まえばらい,前払い
まえぶれ,前ぶれ
まえむき,前向き
まえわたし,前渡し
まがう,まがう
まがし,間貸し
まかす,任かす
まかす,負かす
まがり,間借り
まがり,曲がり
まがる,曲がる
まがる,曲がる
まきがみ,巻き紙
まきじゃく,巻き尺
まきわり,薪割り
まくあい,幕あい
まくぎれ,幕切れ
まぐさ,まぐさ
まくらもと,枕もと
まくる,まくる
まぐろ,まぐろ
まげて,まげて
まける,負ける
まげる,曲げる
まごい,まごい
まさか,まさか
まさご,まさご
まさに,まさに
まさに,まさに
まさる,まさる
まざる,まざる
ましかく,真四角
まして,まして
ましめ,増し目
まじめ,まじめ
ましょうじき,真正直
ましょうの,魔性の
ましょうめん,真正面
まじり,まじり
まじる,まじる
ましろい,真白い
まじわり,交わり
まじわる,交わる
まじわる,交わる
まずい,まずい
まずい,まずい
ますく,マスク
まずしい,貧しい
ますと,マスト
まする,摩する
まぜもの,混ぜ物
ませる,ませる
ませる,ませる
まぜる,まぜる
またがし,又貸し
またがり,又借り
またぎき,又聞き
またぐ,またぐ
またと,またと
または,または
まだむ,マダム
まだむ,マダム
まだむ,マダム
まだら,まだら
まちあいしつ,待合室
まちがい,間違い
まぢかい,真近い
まちがう,間違う
まちなか,町なか
まちなみ,町並み
まちばり,まち針
まつかさ,松かさ
まつかざり,松飾り
まつかざり,松飾り
まつげ,まつ毛
まっさいちゅう,真最中
まっさかり,真盛り
まっしょうじき,真正直
まっしょうてき,末梢的
まっしろい,真白い
まった,待った
まっただなか,真只中
まっち,マッチ
まっち,マッチ
まっと,マット
まつなみき,松並木
まつのうち,松の内
まつばづえ,松葉杖
まっぴるま,真昼間
まっぷたつ,真二つ
まつやに,松やに
まつる,まつる
まとい,まとい
まどい,まどい
まとう,まとう
まとう,まとう
まどう,まどう
まどか,まどか
まどか,まどか
まどかけ,窓かけ
まとめ,まとめ
まとも,まとも
まどり,間取り
まなこ,まなこ
まなびや,学びや
まにんげん,真人間
まぬけ,間抜け
まねる,まねる
まのび,間のび
まばら,まばら
まばら,まばら
まびき,間引き
まびく,間引く
まぶかに,目深に
まぶす,まぶす
まぶた,まぶた
まむし,まむし
まめでっぽう,豆鉄砲
まめまき,豆まき
まもりふだ,守り札
まよいご,迷い子
まよけ,魔除け
まよなか,真夜中
まよわす,迷わす
まらや,マラヤ
まりも,まりも
まるきばし,丸木橋
まるきぶね,丸木舟
まるく,マルク
まるだし,丸出し
まるつぶれ,丸潰れ
まるで,まるで
まるのみ,丸呑み
まるまげ,丸まげ
まるまる,丸まる
まるみえ,丸見え
まるめる,丸める
まるもうけ,丸儲け
まるやき,丸焼き
まるやけ,丸焼け
まろぶ,まろぶ
まわす,まわす
まわり,まわり
まわりみち,回り道
まわる,まわる
まわる,まわる
まんがいち,万が一
まんがか,漫画家
まんじ,まんじ
まんと,マント
まんなか,まん中
まんねんひつ,万年筆
まんぼ,マンボ
まんま,まんま
みあい,見合い
みあう,見合う
みあやまり,見誤り
みあやまる,見誤る
みいだす,見出す
みいら,ミイラ
みいり,実入り
みいる,見入る
みいる,魅入る
みうごき,身動き
みうしなう,見失う
みうり,身売り
みえる,見える
みおくり,見送り
みおくる,見送る
みおさめ,見納め
みおとし,見落し
みおとり,見劣り
みおぼえ,見覚え
みかいち,未開地
みかいち,未開地
みかえし,見返し
みかえす,見返す
みかえり,見返り
みかえる,見返る
みがきこ,磨き粉
みかぎる,見限る
みかけ,見かけ
みかづき,三日月
みがって,身勝手
みかど,みかど
みがまえ,身構え
みがるい,身軽い
みかわす,見交す
みかん,みかん
みかんせい,未完成
みきき,見聞き
みぎきき,右利き
みきく,見聞く
みぎよつ,右四つ
みきり,見切り
みきる,見切る
みぎわ,みぎわ
みきわめ,見極め
みこし,みこし
みこす,見越す
みこと,みこと
みこみ,見込み
みこみ,見込み
みこむ,見込む
みごろ,見ごろ
みごろし,見殺し
みじたく,身仕度
みじめ,みじめ
みしり,見知り
みしる,見知る
みしん,ミシン
みずあげ,水あげ
みずあげ,水揚げ
みずあそび,水遊び
みずあび,水浴び
みずあらい,水洗い
みずいれ,水入れ
みずおち,水落ち
みずかき,水かき
みずかさ,水かさ
みずかさ,水かさ
みずがし,水菓子
みずくさい,水臭い
みずくみ,水汲み
みずさし,水指し
みずしごと,水仕事
みずしょうばい,水商売
みずぜめ,水攻め
みずでっぽう,水鉄砲
みずのみ,水のみ
みずはけ,水はけ
みずばな,水ばな
みずぶろ,水風呂
みずまき,水まき
みずまし,水増し
みずもれ,水漏れ
みする,魅する
みせいねん,未成年
みせがね,見せ金
みせがまえ,店構え
みせがまえ,店構え
みせじまい,店仕舞
みせびらき,店開き
みせる,見せる
みぞう,未曾有
みぞう,未曾有
みそか,みそか
みそこない,見損い
みそこなう,見損う
みそこなう,見損う
みそしる,みそ汁
みそづけ,みそ漬
みそめ,見そめ
みぞれ,みぞれ
みたい,みたい
みだし,見出し
みたす,満たす
みだす,みだす
みたて,見立て
みたま,みたま
みだら,みだら
みたらし,御手洗
みだれがみ,乱れ髪
みだれる,乱れる
みだれる,乱れる
みちあんない,道案内
みちがい,見違い
みちしお,満ち潮
みちすう,未知数
みちすう,未知数
みちすじ,道すじ
みちづれ,道連れ
みちのり,道のり
みちひ,満ち干
みちぶしん,道普請
みちゆき,道行き
みちゆき,道行き
みちる,満ちる
みつおり,三つ折
みっか,みっか
みつぎ,みつぎ
みつくろう,見繕う
みづくろう,身繕う
みっつ,みっつ
みっと,ミット
みっと,ミット
みつば,みつば
みつもり,見積り
みつゆしゅつ,密輸出
みつゆにゅう,密輸入
みとおし,見通し
みとおし,見通し
みとおす,見通す
みとめいん,認め印
みとめる,認める
みどり,見取り
みとる,みとる
みとる,見取る
みなおし,見直し
みなおす,見直す
みなげ,身投げ
みなごろし,皆殺し
みなす,みなす
みなす,見なす
みなのしゅう,皆の衆
みなみはんきゅう,南半球
みならい,見習い
みなり,みなり
みぬく,見抜く
みのうえ,身の上
みのがし,見逃し
みのこす,見残す
みのむし,みの虫
みばえ,見栄え
みばえ,見栄え
みはなす,見放す
みはらい,未払い
みはり,見張り
みはる,見張る
みはる,見張る
みひらく,見開く
みぶり,身振り
みぶるい,身振い
みぼうじん,未亡人
みまう,見舞う
みまね,見まね
みまもる,見守る
みまわる,見回る
みみうち,耳打ち
みみかき,耳掻き
みみがくもん,耳学問
みみかざり,耳飾り
みみず,みみず
みみたぶ,耳たぶ
みみだれ,耳だれ
みみなり,耳鳴り
みみもと,耳もと
みみより,耳より
みむき,見向き
みむく,見向く
みもち,身持ち
みもの,見もの
みやげ,みやげ
みやづかえ,宮仕え
みやぶる,見破る
みやまいり,宮参り
みやる,見やる
みよい,見よい
みょうごにち,明後日
みょうごねん,明後年
みより,身寄り
みるく,ミルク
みわけ,見分け
みわすれ,見忘れ
みわたす,見渡す
みんしゅこく,民主国
みんな,みんな
むいか,むいか
むいぎ,無意義
むいしき,無意識
むいそん,無医村
むいちもつ,無一物
むいみ,無意味
むうど,ムード
むうど,ムード
むえんたん,無煙炭
むえんたん,無煙炭
むかい,向かい
むかう,向かう
むかえる,迎える
むかっぱら,向っ腹
むかで,むかで
むかんけい,無関係
むかんしん,無関心
むぎうち,麦打ち
むぎかり,麦刈り
むぎこき,麦こき
むきどう,無軌道
むきぶつ,無機物
むぎふみ,麦踏み
むぎまき,麦まき
むきめい,無記名
むきょういく,無教育
むきりょく,無気力
むぎわら,麦わら
むくいる,報いる
むくげ,むく毛
むくみ,むくみ
むくむ,むくむ
むげに,むげに
むける,むける
むける,向ける
むげんだい,無限大
むげんだい,無限大
むごい,むごい
むこう,向こう
むこうぎし,向う岸
むさい,むさい
むさしの,武蔵野
むさしの,武蔵野
むさべつ,無差別
むしかご,虫かご
むしくだし,虫下し
むしけら,虫けら
むしけん,無試験
むしのいき,虫の息
むじひ,無慈悲
むしぼし,虫干し
むしめがね,虫眼鏡
むじゃき,無邪気
むじょうけん,無条件
むしょうに,無性に
むしよけ,虫除け
むしょぞく,無所属
むしる,むしる
むしろ,むしろ
むしろ,むしろ
むしんけい,無神経
むじんぞう,無尽蔵
むじんとう,無人島
むずと,むずと
むせいげん,無制限
むせいぶつ,無生物
むせいぶつ,無生物
むせきにん,無責任
むせぶ,むせぶ
むせる,むせる
むせる,むせる
むぞうさ,無雑作
むぞうさ,無雑作
むだあし,むだ足
むだぐち,むだ口
むだばなし,むだ話
むだぼね,むだ骨
むちつじょ,無秩序
むちゃ,むちゃ
むつき,むつき
むっつ,むっつ
むっと,むっと
むていこう,無抵抗
むてっぽう,無鉄砲
むとんじゃく,無頓着
むとんじゃく,無頓着
むとんちゃく,無頓着
むなさわぎ,胸騒ぎ
むなざんよう,胸算用
むなしい,空しい
むなしく,空しく
むにんしょ,無任所
むねあげ,棟上げ
むねあげ,棟上げ
むふうたい,無風帯
むふんべつ,無分別
むほんにん,謀叛人
むめんきょ,無免許
むらがり,群がり
むらがる,群がる
むらさきだつ,紫だつ
むらす,むらす
むらはちぶ,村八分
むらやくば,村役場
むりし,無利子
むりすう,無理数
むれる,むれる
むれる,群れる
めあき,目明き
めあて,目あて
めいおうせい,冥王星
めいしゃ,目医者
めいする,瞑する
めいずる,命ずる
めいずる,銘ずる
めいる,めいる
めうし,雌うし
めうつり,目移り
めかくし,目隠し
めかし,めかし
めかす,めかす
めきき,目利き
めく,−めく
めぐむ,芽ぐむ
めくる,めくる
めぐる,めぐる
めぐる,めぐる
めげる,めげる
めざし,目刺し
めざす,目指す
めざましどけい,目覚し
めざめ,目覚め
めざわり,目障り
めざわり,目障り
めしあ,メシア
めしたき,飯炊き
めしつかい,召使い
めしびつ,飯びつ
めしべ,雌しべ
めじり,目じり
めじろ,めじろ
めずらしい,珍しい
めだか,めだか
めだつ,目立つ
めだる,メダル
めちゃ,めちゃ
めっき,メッキ
めつき,目つき
めつき,目つき
めつき,目つき
めっする,滅する
めっそうな,滅相な
めでる,めでる
めどおり,目通り
めとる,めとる
めぬき,目抜き
めのたま,目の玉
めのまえ,目の前
めばえ,芽生え
めばり,目張り
めぶんりょう,目分量
めべり,目減り
めまい,目まい
めもと,目もと
めもり,目盛り
めやに,めやに
めろん,メロン
めんおりもの,綿織物
めんこ,めんこ
めんす,メンス
めんする,面する
めんずる,免ずる
めんどり,面取り
もうかる,儲かる
もうけぐち,儲け口
もうける,設ける
もうける,儲ける
もうさいかん,毛細管
もうしで,申し出
もうしぶん,申し分
もうしわけ,申し訳
もうでる,詣でる
もえる,燃える
もえる,萌える
もおど,モード
もがく,もがく
もぎどう,没義道
もぐさ,もぐさ
もくず,もくず
もくてきち,目的地
もくてきち,目的地
もぐら,もぐら
もぐり,もぐり
もぐり,もぐり
もぐる,もぐる
もぐる,もぐる
もげる,もげる
もげる,もげる
もしか,もしか
もしも,もしも
もしや,もしや
もじる,もじる
もすこし,も少し
もだえ,もだえ
もだす,もだす
もだん,モダン
もだん,モダン
もちあい,保合い
もちあじ,持ち味
もちあみ,もち網
もちいる,用いる
もちかぶ,持ち株
もちごめ,もち米
もちつき,餠つき
もちぬし,持ち主
もちば,持ち場
もちはだ,餠はだ
もちぶん,持ち分
もちまえ,持ち前
もちもの,持ち物
もっこ,もっこ
もって,もって
もっと,もっと
もつれ,もつれ
もてる,もてる
もでる,モデル
もとい,もとい
もどき,もどき
もとじめ,元締め
もとじめ,元締め
もとで,もとで
もとめる,求める
もとめる,求める
もとめる,求める
もとる,もとる
ものいい,物言い
ものいり,物入り
ものうい,物憂い
ものうり,物売り
ものおき,物置き
ものおじ,物怖じ
ものおぼえ,物覚え
ものおもい,物思い
ものがたり,物語り
ものがたる,物語る
ものしずか,物静か
ものしり,物知り
ものずき,物好き
もののけ,物の怪
ものほし,物干し
ものまね,物まね
ものもち,物持ち
ものわかれ,物別れ
ものわすれ,物忘れ
ものわらい,物笑い
もはや,もはや
もみがら,籾がら
もみすり,籾すり
もみで,揉み手
もめる,もめる
もやう,もやう
もやし,もやし
もやす,燃やす
もより,もより
もらいび,貰い火
もらう,もらう
もらす,もらす
もりばな,盛り花
もりばな,盛り花
もれる,もれる
もろい,もろい
もんがまえ,門構え
もんきりがた,紋切形
もんだいがい,問題外
もんぺ,もんぺ
やあい,やあい
やあど,ヤード
やある,ヤール
やおちょう,八百長
やおや,八百屋
やおら,やおら
やがいげき,野外劇
やかた,やかた
やがて,やがて
やから,やから
やから,やから
やがる,やがる
やきいも,焼き芋
やきいん,焼き印
やきうち,焼討ち
やきぐり,焼き栗
やきぐり,焼き栗
やきざかな,焼き魚
やきつけ,焼付け
やきどうふ,焼豆腐
やきとり,焼き鳥
やきまし,焼増し
やきもち,焼き餅
やきもの,焼き物
やくおとし,厄落し
やくざ,やくざ
やくざ,やくざ
やくざいし,薬剤師
やくする,約する
やくする,訳する
やくする,扼する
やくだつ,役立つ
やくはらい,厄払い
やくびょうがみ,疫病神
やけあと,焼け跡
やけいし,焼け石
やけど,やけど
やけの,焼け野
やける,やける
やける,焼ける
やこうちゅう,夜光虫
やさがし,家探し
やさしい,優しい
やじうま,弥次馬
やじり,矢じり
やじり,矢じり
やじる,やじる
やすい,やすい
やすうり,安売り
やすぶしん,安普請
やすまる,休まる
やすめる,休める
やすめる,休める
やすらか,安らか
やすり,やすり
やせうで,やせ腕
やせえだ,やせ枝
やせつち,やせ土
やせる,やせる
やせる,やせる
やそうきょく,夜想曲
やっこだこ,奴だこ
やつざき,八裂き
やつす,やつす
やっつ,やっつ
やつで,やつで
やっと,やっと
やつれ,やつれ
やといぬし,雇い主
やとう,やとう
やどがえ,宿替え
やどす,やどす
やどなし,宿なし
やどなし,宿無し
やどひき,宿引き
やどりぎ,宿り木
やなぎ,やなぎ
やなぎごうり,柳行李
やなみ,家並み
やねうら,屋根裏
やはず,矢はず
やはり,やはり
やぶいしゃ,薮医者
やぶか,やぶか
やぶく,やぶく
やぶれる,破れる
やぶれる,敗れる
やまかじ,山火事
やまくずれ,山崩れ
やまごえ,山越え
やまごや,山小屋
やまそだち,山育ち
やまだし,山出し
やまつなみ,山津波
やまとことば,大和詞
やまとだましい,大和魂
やまなみ,山並み
やまなり,山鳴り
やまねこ,山ねこ
やまのかみ,山の神
やまのて,山の手
やまのぼり,山登り
やまはだ,山はだ
やまびこ,山びこ
やまびらき,山開き
やまみち,山みち
やまもり,山盛り
やまわけ,山分け
やみいち,やみ市
やみごめ,ヤミ米
やみそうば,闇相場
やみとりひき,闇取引
やみよ,やみ夜
やめる,やめる
やもうしょう,夜盲症
やもめ,やもめ
やよい,やよい
やりかた,やり方
やりくち,やり口
やりさき,やり先
やりて,やり手
やりば,やり場
やりみず,やり水
やりよう,やり様
やれめ,破れ目
やわら,やわら
やんや,ヤンヤ
ゆあみ,湯あみ
ゆういぎ,有意義
ゆうえんち,遊園地
ゆうがとう,誘蛾燈
ゆうぐれ,夕暮れ
ゆうげきしゅ,遊撃手
ゆうげしき,夕景色
ゆうすずみ,夕涼み
ゆうする,有する
ゆうだんしゃ,有段者
ゆうなぎ,夕なぎ
ゆうばえ,夕映え
ゆうびんきょく,郵便局
ゆうびんばこ,郵便箱
ゆうびんや,郵便屋
ゆうもや,夕もや
ゆうやけ,夕焼け
ゆうやみ,夕やみ
ゆえん,ゆえん
ゆかげん,湯加滅
ゆかた,ゆかた
ゆがみ,ゆがみ
ゆがむ,ゆがむ
ゆがむ,ゆがむ
ゆかり,ゆかり
ゆきあそび,雪遊び
ゆきおれ,雪折れ
ゆきかき,雪かき
ゆきかき,雪掻き
ゆきがっせん,雪合戦
ゆきき,往き来
ゆきげしき,雪景色
ゆきどけ,雪どけ
ゆきなげ,雪投げ
ゆきぶり,雪降り
ゆきみち,行き道
ゆきみち,行き道
ゆきみち,雪みち
ゆきもよう,雪模様
ゆきよけ,雪よけ
ゆくえ,行くえ
ゆくさき,行く先
ゆくて,行く手
ゆざめ,湯ざめ
ゆしゅつにゅう,輸出入
ゆすぐ,ゆすぐ
ゆすり,ゆすり
ゆする,ゆする
ゆする,ゆする
ゆする,ゆする
ゆたか,ゆたか
ゆだねる,委ねる
ゆだや,ユダヤ
ゆだる,ゆだる
ゆでる,ゆでる
ゆどうふ,湯豆腐
ゆとり,ゆとり
ゆのみ,湯のみ
ゆびおり,指折り
ゆびきり,指きり
ゆびさす,指さす
ゆびさす,指さす
ゆびにんぎょう,指人形
ゆびぬき,指貫き
ゆぶね,湯ぶね
ゆぶね,湯ぶね
ゆめみる,夢みる
ゆらぐ,揺らぐ
ゆらり,ゆらり
ゆるぐ,ゆるぐ
ゆるむ,ゆるむ
ゆるやか,緩やか
ゆるり,ゆるり
ゆれる,揺れる
よあけ,夜明け
よあそび,夜遊び
よあるき,夜歩き
よいごし,宵越し
よいごし,宵越し
よいざめ,酔醒め
よいまつり,宵祭り
よいやみ,宵やみ
ようか,ようか
ようがし,洋菓子
ようぎしゃ,容疑者
ようこうろ,熔鉱炉
ようする,擁する
ようする,要する
ようする,要する
ようたし,用足し
ようち,夜討ち
ようちえん,幼稚園
ようでんき,陽電気
ようなし,用無し
ようふぼ,養父母
ようむいん,用務員
ようむき,用向き
ようりょくそ,葉緑素
よおく,ヨーク
よおど,ヨード
よぎしゃ,夜汽車
よぎる,よぎる
よくする,浴する
よくばり,欲ばり
よくばる,欲ばる
よくふかい,欲深い
よくふかな,欲深な
よくも,よくも
よくよくじつ,翌々日
よける,よける
よこあい,横合い
よこがき,横書き
よこぎる,横切る
よこじま,横じま
よこす,よこす
よごす,よごす
よこずき,横好き
よこたおし,横倒し
よこづけ,横づけ
よごと,夜ごと
よこどり,横取り
よこながし,横流し
よこながれ,横流れ
よこばい,横ばい
よこむき,横向き
よこもじ,横文字
よこやり,横やり
よこれんぼ,横恋慕
よしみ,よしみ
よしや,よしや
よじる,よじる
よじる,よじる
よすが,よすが
よすてびと,世捨人
よせざん,寄せ算
よせて,寄せ手
よせる,寄せる
よせる,寄せる
よせる,寄せる
よそごと,よそ事
よそみ,よそ見
よそめ,よそ目
よそもの,余所者
よたばなし,与太話
よたもの,与太者
よだれ,よだれ
よつあし,四つ足
よっか,よっか
よつかど,四つ角
よっつ,よっつ
よつつじ,四つ辻
よって,よって
よっと,ヨット
よどおし,夜通し
よどむ,よどむ
よなき,夜泣き
よなべ,夜なべ
よなべ,夜なべ
よにげ,夜逃げ
よのぎ,余の儀
よのなか,世の中
よびごえ,呼び声
よびな,呼び名
よびひ,予備費
よびみず,呼び水
よふけ,夜ふけ
よほど,よほど
よまいごと,世迷言
よまつり,夜祭り
よみかた,読み方
よみくせ,読み癖
よみじ,黄泉路
よみて,読み手
よみふだ,読み札
よみふだ,読み札
よめいり,嫁入り
よめいる,嫁入る
よめっこ,嫁っ子
よめな,よめな
よめる,読める
よもぎ,よもぎ
よもや,よもや
よもやま,よも山
よりいと,より糸
よりどころ,より処
よりみち,寄り道
よるべ,よるべ
よれる,よれる
よろこばす,喜ばす
よろず,よろず
よわたり,世渡り
よわたり,世渡り
よわめる,弱める
らあど,ラード
らいがくねん,来学年
らいがっき,来学期
らいしんし,頼信紙
らいと,ライト
らいと,ライト
らいん,ライン
らくがき,楽書き
らくせいしき,落成式
らくだ,らくだ
らくてんか,楽天家
らくてんち,楽天地
らくてんてき,楽天的
らくようじゅ,落葉樹
らしい,らしい
らじお,ラジオ
らしゃ,ラシャ
らしんばん,羅針盤
らすと,ラスト
らっかさん,落下傘
らっぱ,ラッパ
らべる,ラベル
らむ,−らむ
らむね,ラムネ
られる,られる
らんち,ランチ
らんち,ランチ
らんぷ,ランプ
りある,リアル
りいぐ,リーグ
りいど,リード
りかがく,理化学
りくあげ,陸上げ
りぐい,利食い
りくつづき,陸続き
りこしん,利己心
りすうか,理数科
りずむ,リズム
りする,利する
りっこうほ,立候補
りっこうほ,立候補
りっする,律する
りっぽうこん,立方根
りづめ,理詰め
りふじん,理不尽
りぼん,リボン
りまわり,利回り
りゃくする,略する
りゅうこうか,流行歌
りゅうこうご,流行語
りゅうこうびょう,流行病
りゅうせんけい,流線型
りゅうどうしょく,流動食
りょうきてき,猟奇的
りょうする,領する
りょうどうたい,良導体
りょうはし,両はし
りょうりや,料理屋
りょかっき,旅客機
りょくちたい,緑地帯
りれえ,リレー
りれえ,リレー
りろんてき,理論的
りんぐ,リング
りんご,りんご
りんせつち,隣接地
りんたく,輪タク
りんち,リンチ
りんてんき,輪転機
りんりがく,倫理学
るいじんえん,類人猿
るいする,類する
るうず,ルーズ
るうる,ルール
るくす,ルクス
るつぼ,るつぼ
るびい,ルビー
るぴい,ルピー
れいぞうこ,冷蔵庫
れいふじん,令夫人
れえす,レース
れえす,レース
れえと,レート
れえる,レール
れきしてき,歴史的
れっする,列する
れっとうかん,劣等感
ればあ,レバー
れふと,レフト
れべる,レベル
れもん,レモン
れんげ,れんげ
れんごうぐん,連合軍
れんごうこく,連合国
れんず,レンズ
れんたいし,連体詞
れんぱつじゅう,連発銃
ろうがんきょう,老眼鏡
ろうする,労する
ろうたいか,老大家
ろうどうしゃ,労働者
ろうむしゃ,労務者
ろおず,ローズ
ろおぷ,ロープ
ろくおんき,録音機
ろくな,ろくな
ろくに,ろくに
ろしあ,露西亜
ろんずる,論ずる
ろんりてき,論理的
わかいしゅ,若い衆
わかがえり,若返り
わかがえる,若返る
わがくに,わが国
わかざかり,若盛り
わかじに,若死に
わかす,沸かす
わかつ,分かつ
わかづくり,若作り
わがはい,わが輩
わがみ,わが身
わかめ,わかめ
わがや,わが家
わかり,わかり
わかる,わかる
わかればなし,別れ話
わきあき,脇明き
わきぬい,脇縫い
わきのした,脇の下
わきみ,わき見
わきみち,わき道
わきめ,わき目
わぎり,輪切り
わけて,わけて
わけまえ,分け前
わけめ,分け目
わける,分ける
わごむ,輪ゴム
わざと,わざと
わさび,わさび
わずか,わずか
わする,和する
わすれもの,忘れ物
わすれる,忘れる
わたいれ,綿入れ
わたうち,綿打ち
わたしたち,私たち
わたしども,私ども
わたしぶね,渡し舟
わだち,わだち
わたりどり,渡り鳥
わたりもの,渡り者
わっし,わっし
わっち,わっち
わっと,ワット
わとじ,和綴じ
わなげ,輪投げ
わにす,ワニス
わにす,ワニス
わはは,ワハハ
わびる,わびる
わびる,佗びる
わめく,わめく
わらいがお,笑い顔
わらいごえ,笑い声
わらいばなし,笑い話
わらび,わらび
わりあいに,割合に
わりいん,割り印
わりざん,割り算
わりつけ,割付け
わりぬい,割縫い
わりばし,割り箸
わりまえ,割り前
わりもどし,割戻し
わりやす,割り安
